ticker,date,open,high,low,close,volume
MSFT,2025/1/9,449.14,458.52,445.76,455.69,65605631
TSLA,2025/4/29,283.46,286.02,268.54,270.1,42986669
MSFT,2025/4/2,474.07,478.3,463.3,464.34,69122896
TSLA,2025/1/13,276.7,285.55,274.22,282.33,68348589
NVDA,2025/1/22,887.03,893.34,850.76,860.88,13073464
NVDA,2025/3/3,897.54,898.17,883.2,890.59,30651478
JPM,2025/4/10,197.03,203.94,196.38,203.52,32372584
AAPL,2025/4/16,179.25,183.81,179.16,181.96,69941177
MSFT,2025/2/18,456.05,479.9,453.87,477.25,8335901
MSFT,2025/1/16,445.88,446.4,422.7,427.43,46460210
MSFT,2025/4/3,468.3,469.38,452.29,454.52,13381551
MSFT,2025/2/7,426.42,429.04,418.6,421.88,44184417
JPM,2025/3/20,197.01,198.86,189.28,191.76,6713135
BABA,2025/3/4,78.17,78.97,74.32,74.72,43050558
NVDA,2025/3/7,891.15,947.87,883.49,932.53,43448931
NVDA,2025/4/4,1028.23,1029.32,1020.67,1023.72,6371341
TSLA,2025/3/12,323.2,,,322.62,78234911
AAPL,2025/2/14,217.58,220.16,209.55,211.25,20584039
TSLA,2025/4/16,315.13,316.39,314,315.97,25174354
AAPL,2025/3/5,205.07,207.69,197.67,200.26,30073757
NVDA,2025/3/10,935.15,945.45,928.04,933.18,58611283
JPM,2025/3/3,205.65,205.71,198.15,199.75,17317317
BABA,2025/1/14,69.84,70.58,69.49,70.06,12196346
AAPL,2025/2/10,205.25,211.72,205.1,210.12,21330834
AAPL,2025/2/25,205.06,210.32,204.91,205.83,46036317
TSLA,2025/4/8,314.17,315.78,308.85,311.68,11594926
NVDA,2025/3/31,942.77,964.22,933.97,961.8,37284734
JPM,2025/3/19,191.75,196.65,191.22,195.67,20034438
MSFT,2025/3/7,461.54,467.42,456.77,460.19,55109922
JPM,2025/2/19,208.51,209.86,206.63,207.57,39980123
TSLA,2025/2/21,334.32,335.06,327.38,332.49,65352650
JPM,2025/3/21,193.32,194.83,191.91,194.05,42463431
AAPL,2025/3/10,196.44,203.7,196.08,200.46,12174503
AAPL,2025/2/18,207,210.86,204.61,209.84,73147101
MSFT,2025/1/17,424.84,427.18,423.34,427.15,34722474
BABA,2025/2/24,81.49,83.22,81.28,81.89,55492682
MSFT,2025/3/18,468.44,468.79,464.35,466.45,60721172
TSLA,2025/3/10,317.91,327.54,315.58,325.42,48678053
NVDA,2025/4/17,948.03,993.46,939.62,991.8,55860401
TSLA,2025/2/5,311.56,323.66,307.6,321.85,72223274
AAPL,2025/4/14,183.94,186.63,180.66,181.39,31484930
AAPL,2025/4/23,192.1,199.31,189.47,197.87,77108208
MSFT,2025/4/11,431.47,432.87,425.34,429.86,72521105
AAPL,2025/1/17,192.15,194.21,191.21,193.93,29300785
TSLA,2025/3/20,329.43,329.46,321.9,323.17,8972926
TSLA,2025/1/10,265.21,279.9,264.33,275.58,74460743
JPM,2025/2/17,210.98,213.21,210.94,211.63,28902851
NVDA,2025/1/13,880.01,914.12,878.45,902.25,8749756
JPM,2025/2/13,212.54,215.68,211.04,215.52,69165030
NVDA,2025/2/24,887.32,895.05,863.45,873.43,73841695
TSLA,2025/3/14,329.17,335.59,323.57,324.83,62074922
BABA,2025/4/25,81.89,82.8,78.92,79.19,9101841
BABA,2025/1/29,76.48,77.04,75.16,75.19,79885221
AAPL,2025/2/6,206.84,210.08,205.84,209.31,55907476
TSLA,2025/4/30,269.59,277.75,266.85,277.56,20833415
NVDA,2025/2/10,917.04,918.31,903.04,905.19,51735469
NVDA,2025/1/23,867.21,871.59,828.49,835.21,51661314
MSFT,2025/3/19,466.03,487.59,460.34,483.78,71517912
TSLA,2025/2/25,337.12,337.87,336.01,336.21,70191424
BABA,2025/1/24,74.01,75.15,73.99,74.84,38096378
MSFT,2025/2/21,474.57,478.97,471.97,477.37,42271463
MSFT,2025/3/21,488.3,517.01,481.99,511.23,2196253
NVDA,2025/3/27,924.75,933.84,901.12,905.46,65100804
BABA,2025/4/11,76.77,76.99,75.49,76.9,15657751
MSFT,2025/3/20,477.69,498.51,471.08,491.4,51057145
NVDA,2025/4/9,953.29,965.92,943.81,961.86,32231829
MSFT,2025/4/10,423.41,436.66,420.12,-420,64736692
BABA,2025/1/9,67.4,70.12,67.24,69.91,72329042
AAPL,2025/2/27,206.65,213.23,204.55,212.79,3401170
AAPL,2025/2/21,199.74,210.14,198.63,209.62,43290859
NVDA,2025/3/13,907.27,946.99,900.56,944.11,38049627
JPM,2025/4/25,204.08,205.17,200.14,201.93,40576356
BABA,2025/4/18,78.12,78.57,77.59,77.97,22825520
TSLA,2025/1/15,283.59,292,283.04,290.45,14557892
